name,overallRating,numberReviews,streetAddress,city,stateRegion,postalCode,fullAddress,phone,website,reviewerID,reviewRating,reviewText,reviewDate,reviewDateParsed,website_norm,name_norm,fullAddress_norm,phone_norm,location_slug,is_lamadeleine,matched_storeID,match_method,match_confidence,matched_locationName,matched_postalCode,matched_streetAddress,matched_streetAddress2,matched_fullAddress,matched_city,matched_state
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.12491E+20,5.0,,2023-02-18T18:37:27.104Z,2023-02-18 18:37:27.104000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.13596E+20,4.0,Consistently good in both food and service. But I recommend making a reservation on the weekend evenings. Very busy for a reason!,2023-02-18T18:37:27.143Z,2023-02-18 18:37:27.143000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.08264E+20,5.0,Espectacularmente bueno el lugar,2023-02-18T18:37:27.180Z,2023-02-18 18:37:27.180000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.16849E+20,5.0,"I had the BEST experience with Barry! He offered the best customer service!!! Super funny, quick with work, and accomodating to make sure everyone's comfortable and eating with enjoyment. HE created that experience for me and my friend. It was truly appreciated, and defintely wonderful :)",2023-02-18T18:37:27.242Z,2023-02-18 18:37:27.242000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.17224E+20,2.0,Chk salad was old. Dried out. They are getting very stingy with bread and romanaff sauce. Very disappointed.,2023-02-18T18:37:27.321Z,2023-02-18 18:37:27.321000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.18021E+20,5.0,"Quaint decor, awesome fireplace, good coffee and the perfect spot for a bite to eat or dessert.",2023-02-18T18:37:27.362Z,2023-02-18 18:37:27.362000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.02474E+20,1.0,"Not a fan. Had a horrible experience, thanks to a manager named Connie.",2023-02-18T18:37:27.452Z,2023-02-18 18:37:27.452000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.01498E+20,1.0,"I wish I could give no stars, had a horrible experience thanks to Connie, as a manager, she was unfriendly, didn’t pay attention, and bagged my order incorrectly twice. I still got home with my food incorrect, and it was only 6 desserts. We asked for the first fix, and she pulled a cheesecake out of my box with her hands, after I had already taken my box out to my car opened it and checked for my desserts. She then took the cheesecake that she got wrong, and put it back in the dessert case to be served to other customers, I’m sorry but where I have worked in the past, we don’t normally give people food that was already contaminated by another guest. I didn’t need the free desert so that isn’t the point, the point is, I’m pregnant and very careful with what I put into my body, so now I’m not sure if the desserts I received were. Touched by other guest before being served to me? She was also rude to her employee right in front of me and my mom. He helped her out by taking our Togo order, when she wasn’t even very busy, and gave it to her, and she rudely told him to ring it up even though dine in customers were piling in waiting on him, because she was to lazy to help us. When we walked in it wasn’t very busy, and for us to have to wait almost half an hour for our ready made desserts is pretty dang ridiculous. The young man working the dine in side, was very nice and cordial, and the only redeeming thing about our experience. I think Connie may need some customer service training, and maybe it needs to be given a second thought to her being a manager.",2023-02-18T18:37:27.512Z,2023-02-18 18:37:27.512000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.16546E+20,5.0,"Never been disappointed in a La Madeleine. Beautiful, great food, and even better staff.",2023-02-18T18:37:27.555Z,2023-02-18 18:37:27.555000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.07045E+20,4.0,My favorite one to go to always great service,2023-02-18T18:37:27.619Z,2023-02-18 18:37:27.619000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.09513E+20,4.0,,2023-02-18T18:37:41.737Z,2023-02-18 18:37:41.737000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.12392E+20,5.0,"Food was very good, service, however was extremely slow.",2023-02-18T18:37:41.811Z,2023-02-18 18:37:41.811000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.09793E+20,5.0,,2023-02-18T18:37:41.842Z,2023-02-18 18:37:41.842000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.01614E+20,4.0,I enjoyed lunch here the other day. I ordered the Chicken Friand with mushrooms and potato soup. I also purchased some mini fruit and lemon tarts for a to go order. I’m giving four stars because there was not very much seating (I wish we could have eaten by the fire). I also noticed a gnat in the food case which was a bit unappetizing.,2023-02-18T18:37:41.923Z,2023-02-18 18:37:41.923000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.097E+20,4.0,,2023-02-18T18:37:41.957Z,2023-02-18 18:37:41.957000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.01484E+20,3.0,I remember it being a much better restaurant. The food quality has suffered and the service was bad. The salmon was not fresh and the French dip is not recommended. Won't be coming back.,2023-02-18T18:37:42.030Z,2023-02-18 18:37:42.030000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.17141E+20,1.0,"Catering, take out and management, customer service horrible today. Set up order for day after Christmas they missed things that we ordered. Portions not right for $120. 00 worth compared to if we went in to eat. Forgot a 6 pack of tarts. Called in immediately and told them we can take it all back and just give us a refund since they didn't want to help. Manager said no we will give you enough for 4 more a $40 for free on them. My mom said ok and went to pick up the food. While there my mom decided to order 4 more plates on top of what they were giving us to have enough food. They didn't give us what they had promised to give us . We called and when we finally got a manager she argued with my mom saying they thought my mom was going to pay and they wouldn't have to correct their error. We told them no. Does that make sense to go back because of their mistake and get the free food and tarts owed to us and double pay and not get the extra food. Refused to give us a refund now and refused to give us the 4 pack of food promised claiming they would be losing out on $40 but wanted to help when we were going to return everything. Finally offered us 2 gift cards after ruining our family holiday dinner. This was supposed to be special but the service seem like a horrible joke that wouldnt stop. Stay away food was bland and tasteless stone hard bread. Cold and watery. DONT TAKE ORDERS WELL OR DONT CARE ABOUT CATERING. HORRIBLE SERVICE. 0 ⭐ IF POSSIBLE",2023-02-18T18:37:42.080Z,2023-02-18 18:37:42.080000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.14373E+20,5.0,Very delicious and very great experience thank u for that,2023-02-18T18:37:42.143Z,2023-02-18 18:37:42.143000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.14195E+20,5.0,"I eat here several times a year and it's always great. Food, service and price outstanding.",2023-02-18T18:37:42.225Z,2023-02-18 18:37:42.225000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.3,1027,,,,,"18030 U.S. Hwy 281 N Suite 201 Ste 201, San Antonio, TX 78232, United States",+1 210-499-0208,https://lamadeleine.com/locations/san-antonio-northwoods,1.1753E+20,5.0,Great place for breakfast,2023-02-18T18:37:42.261Z,2023-02-18 18:37:42.261000+00:00,https://lamadeleine.com/locations/san-antonio-northwoods,la Madeleine,18030ushwy281nsuite201ste201sanantoniotx78232unitedstates,12104990208,san-antonio-northwoods,True,203,website_slug,1.0,Northwoods,78232,18030 US Hwy 281 N,,"18030 US Hwy 281 N, San Antonio, TX 78232",San Antonio,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.12199E+20,3.0,"Busy, and slightly confusing if it's your first time. Half of their food is buffet style and the other half is made from the kitchen. Large assortment of Pastries. Food was alright. The Cesar salad, tomato basil soup, and anything with strawberries are the most popular.",2022-02-18T18:37:48.634Z,2022-02-18 18:37:48.634000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.12259E+20,5.0,"We don't live near a la Madeleine. So, when we are near one and in the mood for something different, it's always good. Love the options. Very consistent.",2022-02-18T18:37:48.669Z,2022-02-18 18:37:48.669000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.17579E+20,3.0,"This location paled in comparison to, let's say, to the location in Plano TX on 15th St. Food tasted stale and old. Could have been much better.",2022-02-18T18:37:48.731Z,2022-02-18 18:37:48.731000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.16198E+20,5.0,,2022-02-18T18:37:48.760Z,2022-02-18 18:37:48.760000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.13861E+20,3.0,,2022-02-18T18:37:48.818Z,2022-02-18 18:37:48.818000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.07628E+20,5.0,,2022-02-18T18:37:48.853Z,2022-02-18 18:37:48.853000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.00963E+20,5.0,,2022-02-18T18:37:48.913Z,2022-02-18 18:37:48.913000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.05055E+20,4.0,,2022-02-18T18:37:49.049Z,2022-02-18 18:37:49.049000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
la Madeleine,4.2,1118,,,,,"3072 Mockingbird Ln, Dallas, TX 75205, United States",+1 214-696-0800,https://lamadeleine.com/locations/dallas-mockingbird,1.08502E+20,5.0,Missed being HERE. GREAT service...and WONDERFUL food.,2022-02-18T18:37:49.129Z,2022-02-18 18:37:49.129000+00:00,https://lamadeleine.com/locations/dallas-mockingbird,la Madeleine,3072mockingbirdlndallastx75205unitedstates,12146960800,dallas-mockingbird,True,1,website_slug,1.0,Mockingbird,75205,3072 Mockingbird Lane,,"3072 Mockingbird Lane, Dallas, TX 75205",Dallas,TX
